DataHora,Categoria,Prato,Valor,Tempo_Preparo,Avaliacao,Data,Hora
2025-06-01 15:00:00,Entrada,Ceviche,21.83,10.922504633557557,3.920487253383072,2025-06-01,15
2025-06-01 20:00:00,Entrada,Bruschetta,42.25,12.231753473264089,3.601061053705576,2025-06-01,20
2025-06-01 18:00:00,Prato Principal,Filé ao Molho Madeira,16.46,34.8212648349745,4.101389164573238,2025-06-01,18
2025-06-01 14:00:00,Entrada,Salada Caprese,36.41,15.90753488813655,3.8123841031661563,2025-06-01,14
2025-06-01 18:00:00,Prato Principal,Filé ao Molho Madeira,74.68,28.843637460736645,3.8098283229711427,2025-06-01,18
2025-06-01 17:00:00,Sobremesa,Tiramisu,12.57,14.257010461894144,3.7060320771017294,2025-06-01,17
2025-06-01 13:00:00,Sobremesa,Pudim,12.13,8.208953997546104,4.650931718508944,2025-06-01,13
2025-06-01 11:00:00,Entrada,Salada Caprese,61.62,16.299607345678645,3.5544819645509427,2025-06-01,11
2025-06-01 19:00:00,Entrada,Ceviche,47.47,11.487244414399179,3.6033699421807874,2025-06-01,19
2025-06-01 12:00:00,Sobremesa,Pudim,44.89,10.386841538238091,3.7693578993358683,2025-06-01,12
2025-06-01 16:00:00,Sobremesa,Tiramisu,40.22,8.059654051012929,3.865799015848366,2025-06-01,16
2025-06-01 19:00:00,Sobremesa,Petit Gâteau,27.1,-0.39563861487248175,4.18926251881267,2025-06-01,19
2025-06-01 21:00:00,Entrada,Ceviche,25.77,13.968805205220667,3.0610247910947215,2025-06-01,21
2025-06-01 14:00:00,Prato Principal,Lasanha Vegana,22.14,12.486202391688924,4.542321100777585,2025-06-01,14
2025-06-01 16:00:00,Bebida,Caipirinha,16.52,9.956047218483222,4.4257055993237495,2025-06-01,16
2025-06-01 22:00:00,Bebida,Suco Natural,19.37,1.2691922066940435,5.0,2025-06-01,22
2025-06-01 11:00:00,Entrada,Salada Caprese,32.66,16.398786748933546,2.8295225777701494,2025-06-01,11
2025-06-01 14:00:00,Sobremesa,Petit Gâteau,63.74,10.064757689770474,3.762150629166379,2025-06-01,14
2025-06-01 17:00:00,Prato Principal,Filé ao Molho Madeira,13.63,20.69793317358024,4.007722227885088,2025-06-01,17
2025-06-01 15:00:00,Bebida,Suco Natural,11.45,6.990156605518077,4.580125547317681,2025-06-01,15
2025-06-01 11:00:00,Sobremesa,Petit Gâteau,51.69,-2.3582225006364474,3.8015523722647617,2025-06-01,11
2025-06-01 19:00:00,Bebida,Refrigerante,24.3,11.855729366856544,3.89800740664209,2025-06-01,19
2025-06-01 18:00:00,Entrada,Salada Caprese,14.65,17.440220396893746,4.990067047537601,2025-06-01,18
2025-06-01 15:00:00,Sobremesa,Pudim,24.11,8.407607446748303,4.040471489466829,2025-06-01,15
2025-06-01 19:00:00,Sobremesa,Tiramisu,46.61,14.355623517158461,4.036988233916079,2025-06-01,19
2025-06-01 16:00:00,Bebida,Suco Natural,13.78,6.617934897579807,3.084835046187056,2025-06-01,16
2025-06-01 17:00:00,Sobremesa,Tiramisu,45.19,11.634636868820813,4.090449735595568,2025-06-01,17
2025-06-01 16:00:00,Prato Principal,Lasanha Vegana,73.45,20.575920290410075,4.343470630612149,2025-06-01,16
2025-06-02 21:00:00,Sobremesa,Petit Gâteau,58.56,18.52912429668843,4.183834874537443,2025-06-02,21
2025-06-02 14:00:00,Entrada,Ceviche,31.82,19.151679082721227,3.7719580870455665,2025-06-02,14
2025-06-02 14:00:00,Sobremesa,Petit Gâteau,44.58,7.968626353051079,4.330264493537008,2025-06-02,14
2025-06-02 14:00:00,Entrada,Bruschetta,37.81,12.778533699619441,4.388650246522427,2025-06-02,14
2025-06-02 21:00:00,Sobremesa,Pudim,54.88,12.067174516118504,5.0,2025-06-02,21
2025-06-02 18:00:00,Prato Principal,Lasanha Vegana,22.71,25.852971017904316,4.617782699174952,2025-06-02,18
2025-06-02 12:00:00,Prato Principal,Risoto de Camarão,76.31,26.399843131599102,3.637255476350812,2025-06-02,12
2025-06-02 14:00:00,Prato Principal,Risoto de Camarão,60.83,20.622374865940667,4.302305104762457,2025-06-02,14
2025-06-02 20:00:00,Bebida,Suco Natural,19.14,11.251219662868243,3.630122785921647,2025-06-02,20
2025-06-02 15:00:00,Prato Principal,Filé ao Molho Madeira,61.55,20.051975898707095,4.137106539950176,2025-06-02,15
2025-06-02 15:00:00,Bebida,Caipirinha,7.49,22.693455508687432,4.461976333553897,2025-06-02,15
2025-06-02 19:00:00,Entrada,Ceviche,33.46,9.939478123699162,3.3725716640671157,2025-06-02,19
2025-06-02 11:00:00,Bebida,Caipirinha,11.93,16.35062773287858,3.7907628914788045,2025-06-02,11
2025-06-02 14:00:00,Entrada,Ceviche,73.89,17.358440525989202,3.4351178484135962,2025-06-02,14
2025-06-02 20:00:00,Entrada,Ceviche,31.8,11.408482919146257,4.6529438057452515,2025-06-02,20
2025-06-02 18:00:00,Sobremesa,Petit Gâteau,22.46,6.004447145873675,4.117732170975152,2025-06-02,18
2025-06-02 18:00:00,Prato Principal,Lasanha Vegana,31.7,18.186481982300105,3.244373160052988,2025-06-02,18
2025-06-02 18:00:00,Prato Principal,Lasanha Vegana,42.78,17.831457137690577,4.932694877759547,2025-06-02,18
2025-06-02 22:00:00,Entrada,Bruschetta,64.29,21.94291134520144,2.870324321475314,2025-06-02,22
2025-06-02 17:00:00,Prato Principal,Lasanha Vegana,49.17,23.286562029598258,4.014279567002104,2025-06-02,17
2025-06-02 11:00:00,Sobremesa,Pudim,29.06,10.318166201842775,4.675757031471477,2025-06-02,11
2025-06-02 19:00:00,Bebida,Caipirinha,21.8,8.71591486037134,4.712143290889696,2025-06-02,19
2025-06-02 19:00:00,Prato Principal,Lasanha Vegana,23.73,37.856861798443916,4.274502683450162,2025-06-02,19
2025-06-02 13:00:00,Prato Principal,Filé ao Molho Madeira,72.12,33.58328888227362,4.420484090930635,2025-06-02,13
2025-06-02 17:00:00,Sobremesa,Tiramisu,66.48,8.62095217199004,3.671234374283329,2025-06-02,17
2025-06-02 22:00:00,Entrada,Ceviche,15.99,16.63066511121059,3.5744432118073486,2025-06-02,22
2025-06-02 12:00:00,Bebida,Caipirinha,21.35,3.7924938452543877,3.7918472954725773,2025-06-02,12
2025-06-02 19:00:00,Prato Principal,Filé ao Molho Madeira,28.76,18.597853237518585,5.0,2025-06-02,19
2025-06-02 21:00:00,Bebida,Refrigerante,9.39,10.832075743814443,3.7120100958541666,2025-06-02,21
2025-06-02 19:00:00,Prato Principal,Filé ao Molho Madeira,22.75,36.39239364094203,2.807997885598989,2025-06-02,19
2025-06-02 14:00:00,Sobremesa,Tiramisu,28.05,10.85432719063971,4.108008331823661,2025-06-02,14
2025-06-02 11:00:00,Prato Principal,Risoto de Camarão,22.02,16.85203507011836,4.47593182765475,2025-06-02,11
2025-06-02 22:00:00,Sobremesa,Petit Gâteau,68.08,11.280148671569378,4.691345491972757,2025-06-02,22
2025-06-02 22:00:00,Sobremesa,Tiramisu,22.28,9.209492549649006,4.603296623956844,2025-06-02,22
2025-06-02 13:00:00,Prato Principal,Risoto de Camarão,13.29,27.588295102345615,3.837128093423267,2025-06-02,13
2025-06-02 14:00:00,Sobremesa,Petit Gâteau,27.17,2.379923791364849,3.8007804762914734,2025-06-02,14
2025-06-02 18:00:00,Sobremesa,Tiramisu,52.73,9.361520746946143,4.477572644355561,2025-06-02,18
2025-06-02 13:00:00,Entrada,Salada Caprese,43.86,16.488801254591987,3.34022949664389,2025-06-02,13
2025-06-02 19:00:00,Bebida,Suco Natural,21.93,7.5993870510185335,5.0,2025-06-02,19
2025-06-02 19:00:00,Prato Principal,Lasanha Vegana,38.9,28.83991634847285,5.0,2025-06-02,19
2025-06-02 11:00:00,Entrada,Bruschetta,15.44,19.92861358411782,3.902767725930889,2025-06-02,11
2025-06-02 18:00:00,Sobremesa,Pudim,58.34,5.656964053671979,4.222383433547452,2025-06-02,18
2025-06-02 16:00:00,Sobremesa,Petit Gâteau,66.46,16.431343067023008,4.731104925456856,2025-06-02,16
2025-06-02 20:00:00,Bebida,Caipirinha,17.93,8.583423420836933,4.261026967251502,2025-06-02,20
2025-06-02 15:00:00,Entrada,Salada Caprese,51.18,5.237565634946588,4.06025046709998,2025-06-02,15
2025-06-02 17:00:00,Prato Principal,Lasanha Vegana,74.71,30.645347187675714,4.159792113145504,2025-06-02,17
2025-06-02 13:00:00,Prato Principal,Risoto de Camarão,68.02,25.480603884704916,3.968862355647479,2025-06-02,13
2025-06-02 22:00:00,Entrada,Salada Caprese,58.74,21.278780627867604,3.752696348890248,2025-06-02,22
2025-06-02 12:00:00,Prato Principal,Risoto de Camarão,47.76,21.747075792215718,4.721772954643277,2025-06-02,12
2025-06-02 13:00:00,Bebida,Caipirinha,17.32,10.411419946377121,4.732740187532675,2025-06-02,13
2025-06-02 15:00:00,Bebida,Suco Natural,12.01,7.413557749498139,4.90467372009279,2025-06-02,15
2025-06-02 17:00:00,Prato Principal,Risoto de Camarão,29.02,20.969848401647152,4.099604066979633,2025-06-02,17
2025-06-02 12:00:00,Sobremesa,Tiramisu,10.23,0.6932554816158838,4.050130711695399,2025-06-02,12
2025-06-02 18:00:00,Prato Principal,Lasanha Vegana,12.95,15.331608494462198,3.5963020841768127,2025-06-02,18
2025-06-02 18:00:00,Bebida,Caipirinha,20.73,9.171384734266924,3.7872075784912695,2025-06-02,18
2025-06-02 14:00:00,Bebida,Caipirinha,14.35,4.386389892188507,4.3912048730920255,2025-06-02,14
2025-06-02 20:00:00,Prato Principal,Lasanha Vegana,68.65,28.090702976403406,3.9481477596634296,2025-06-02,20
2025-06-02 16:00:00,Entrada,Bruschetta,25.43,17.776884084034542,3.8885647517883584,2025-06-02,16
2025-06-02 11:00:00,Entrada,Salada Caprese,77.84,22.102521239949276,3.914626853125262,2025-06-02,11
2025-06-02 19:00:00,Bebida,Refrigerante,9.49,11.0146151042565,3.442127942501384,2025-06-02,19
2025-06-02 19:00:00,Bebida,Caipirinha,14.15,2.5308517939287967,3.841971939633003,2025-06-02,19
2025-06-02 15:00:00,Bebida,Caipirinha,22.24,12.717495513946709,4.741804826952736,2025-06-02,15
2025-06-02 15:00:00,Entrada,Ceviche,38.59,8.103403859927365,3.8345349800290407,2025-06-02,15
2025-06-02 13:00:00,Prato Principal,Filé ao Molho Madeira,77.35,25.216358473721453,4.715236710217915,2025-06-02,13
2025-06-02 11:00:00,Prato Principal,Filé ao Molho Madeira,56.35,30.51856934695299,4.266283033982393,2025-06-02,11
2025-06-02 19:00:00,Prato Principal,Risoto de Camarão,70.77,21.810734516352795,3.9629272094382717,2025-06-02,19
2025-06-02 16:00:00,Bebida,Caipirinha,18.95,15.04260412389291,4.965844400620457,2025-06-02,16
2025-06-02 20:00:00,Bebida,Refrigerante,24.23,15.201029641118312,4.152623313210799,2025-06-02,20
2025-06-02 22:00:00,Bebida,Caipirinha,9.57,17.83653933319476,4.37155454147588,2025-06-02,22
2025-06-02 18:00:00,Entrada,Salada Caprese,15.89,18.262673468797395,3.2537270073480182,2025-06-02,18
2025-06-02 13:00:00,Prato Principal,Filé ao Molho Madeira,10.64,23.894013341371004,4.294860441779029,2025-06-02,13
2025-06-02 15:00:00,Entrada,Bruschetta,40.26,13.244296530895806,4.753694214169357,2025-06-02,15
2025-06-02 11:00:00,Sobremesa,Tiramisu,22.16,12.452097858513833,3.8981098804689656,2025-06-02,11
2025-06-02 14:00:00,Prato Principal,Risoto de Camarão,14.05,35.10200981841056,3.8300628617683063,2025-06-02,14
2025-06-02 13:00:00,Prato Principal,Lasanha Vegana,14.59,22.754180956122184,4.763376595963102,2025-06-02,13
2025-06-02 17:00:00,Sobremesa,Pudim,41.21,2.7599304979187798,3.100597021689959,2025-06-02,17
2025-06-02 21:00:00,Sobremesa,Pudim,58.56,15.609265947134242,4.855271912346106,2025-06-02,21
2025-06-02 15:00:00,Bebida,Caipirinha,8.02,13.251005889793305,4.150412068110309,2025-06-02,15
2025-06-02 20:00:00,Bebida,Refrigerante,20.2,0.7661378276429929,3.9166652937449475,2025-06-02,20
2025-06-02 22:00:00,Prato Principal,Filé ao Molho Madeira,24.92,25.371031069000775,4.085298698634824,2025-06-02,22
2025-06-02 21:00:00,Bebida,Refrigerante,14.46,11.713626731888521,4.428376609576892,2025-06-02,21
2025-06-02 18:00:00,Prato Principal,Filé ao Molho Madeira,11.25,21.75013394068265,4.668611810767425,2025-06-02,18
2025-06-02 11:00:00,Sobremesa,Tiramisu,65.76,4.846412485992384,4.175116745175457,2025-06-02,11
2025-06-02 16:00:00,Sobremesa,Tiramisu,40.12,9.799210246778284,3.484612448940976,2025-06-02,16
2025-06-02 11:00:00,Prato Principal,Risoto de Camarão,51.32,26.482294669992793,4.179571033201996,2025-06-02,11
2025-06-02 21:00:00,Entrada,Bruschetta,37.47,27.361397311363298,3.9520669109963578,2025-06-02,21
2025-06-03 19:00:00,Bebida,Suco Natural,23.16,14.699240517648438,4.623006772335635,2025-06-03,19
2025-06-03 22:00:00,Entrada,Bruschetta,49.96,14.929814453284443,4.0084087410069635,2025-06-03,22
2025-06-03 11:00:00,Prato Principal,Risoto de Camarão,10.68,26.04191403973776,3.179132565787855,2025-06-03,11
2025-06-03 12:00:00,Prato Principal,Filé ao Molho Madeira,12.32,24.10494016441257,3.8340614571848914,2025-06-03,12
2025-06-03 17:00:00,Prato Principal,Risoto de Camarão,58.26,22.144105051086015,4.48629139067808,2025-06-03,17
2025-06-03 19:00:00,Bebida,Caipirinha,7.48,11.052839888142927,4.6401481246266245,2025-06-03,19
2025-06-03 21:00:00,Sobremesa,Pudim,30.92,16.325986258118494,4.479679604364166,2025-06-03,21
2025-06-03 20:00:00,Entrada,Salada Caprese,72.64,21.586970328171628,4.2987998023462,2025-06-03,20
2025-06-03 16:00:00,Sobremesa,Pudim,46.85,8.15239191588885,4.302274698045373,2025-06-03,16
2025-06-03 14:00:00,Sobremesa,Petit Gâteau,43.55,2.2120860706913312,4.7271817741936015,2025-06-03,14
2025-06-03 12:00:00,Entrada,Ceviche,65.28,14.878227038695085,5.0,2025-06-03,12
2025-06-03 13:00:00,Sobremesa,Petit Gâteau,25.99,4.36086389749347,4.4821386940133685,2025-06-03,13
2025-06-03 15:00:00,Entrada,Salada Caprese,12.15,13.713117312883274,3.3657079630612055,2025-06-03,15
2025-06-03 14:00:00,Prato Principal,Filé ao Molho Madeira,69.24,31.922210558428233,4.5787278746585205,2025-06-03,14
2025-06-03 14:00:00,Bebida,Refrigerante,16.57,18.419638457289345,3.97055786856553,2025-06-03,14
2025-06-03 13:00:00,Prato Principal,Risoto de Camarão,65.51,20.558946222763762,3.5184801707244393,2025-06-03,13
2025-06-03 14:00:00,Prato Principal,Filé ao Molho Madeira,68.52,28.746512086987515,3.841356025021961,2025-06-03,14
2025-06-03 16:00:00,Entrada,Bruschetta,26.63,14.872229645042774,4.786364509629682,2025-06-03,16
2025-06-03 16:00:00,Prato Principal,Risoto de Camarão,46.04,30.743828501860516,3.3301431106109503,2025-06-03,16
2025-06-03 11:00:00,Prato Principal,Risoto de Camarão,77.86,29.03646562405542,3.5771169704501506,2025-06-03,11
2025-06-03 20:00:00,Prato Principal,Risoto de Camarão,26.43,24.247900727690833,4.69777429268114,2025-06-03,20
2025-06-03 21:00:00,Prato Principal,Risoto de Camarão,68.02,17.217090506701247,3.985942419517044,2025-06-03,21
2025-06-03 15:00:00,Prato Principal,Risoto de Camarão,35.15,32.02271687005438,3.39722829667946,2025-06-03,15
2025-06-03 16:00:00,Sobremesa,Pudim,59.38,15.473918558199568,4.119395765715066,2025-06-03,16
2025-06-03 14:00:00,Entrada,Ceviche,28.88,15.241925591429018,3.8562282743302045,2025-06-03,14
2025-06-03 15:00:00,Entrada,Bruschetta,18.55,18.663200386077897,4.159641709945709,2025-06-03,15
2025-06-03 19:00:00,Prato Principal,Lasanha Vegana,12.91,25.696712968106322,4.426267445910668,2025-06-03,19
2025-06-03 14:00:00,Prato Principal,Lasanha Vegana,46.09,35.44187352390364,4.130205185922414,2025-06-03,14
